taskId,assetId,assetType,department,corridorId,defectSeverity,assetCriticality,historicalFailures,overdueDays,trainTraffic,safetyRisk,expectedDegradation,assetAgeYears,priorityScore,failureRisk,riskLevel,recommendedDeadline,status,estimatedDurationMinutes
MT-01154,AST-0458,Signal,S&T,COR-006,7.3,9,2,17,73,6.5,0.391,10.9,73,0.727,High,2026-09-11,completed,75
MT-01155,AST-0323,OHE,Traction Distribution,COR-009,5.9,7,1,7,26,7.6,0.232,4.8,55,0.547,Medium,2026-09-15,completed,240
MT-01156,AST-0600,Track,Engineering,COR-006,1.8,9,1,2,73,5.6,0.345,6.4,42,0.422,Low,2026-09-22,pending,240
MT-01157,AST-0063,OHE,Traction Distribution,COR-002,6.4,7,6,2,26,6.1,0.489,37.8,53,0.526,Low,2026-09-13,completed,240
MT-01158,AST-0460,Track,Engineering,COR-010,5.1,8,0,2,20,6.4,0.245,11.4,36,0.361,Low,2026-09-26,completed,135
MT-01159,AST-0495,Track,Engineering,COR-001,3.9,8,1,4,45,6.0,0.02,6.9,42,0.415,Low,2026-09-15,pending,105
MT-01160,AST-0275,Track,Engineering,COR-008,4.7,8,1,3,69,7.7,0.145,3.9,45,0.454,Low,2026-09-12,pending,225
MT-01161,AST-0800,OHE,Traction Distribution,COR-005,3.9,8,1,10,100,6.1,0.593,14.9,69,0.689,High,2026-09-11,pending,165
MT-01162,AST-0737,Signal,S&T,COR-005,2.1,10,4,17,100,6.4,0.516,20.5,70,0.7,High,2026-09-08,pending,195
MT-01163,AST-0080,Signal,S&T,COR-004,5.4,9,3,1,48,6.2,0.611,26.4,57,0.572,Medium,2026-09-13,overdue,120
MT-01164,AST-0509,Bridge,Engineering,COR-005,7.5,10,1,6,100,8.8,0.599,11.6,85,0.852,Critical,2026-09-04,completed,225
MT-01165,AST-0365,Track,Engineering,COR-002,1.0,7,0,4,26,2.9,0.0,7.0,27,0.271,Low,2026-10-15,pending,135
MT-01166,AST-0619,Track,Engineering,COR-006,6.0,7,3,3,73,6.0,0.621,34.2,61,0.607,Medium,2026-09-22,in_progress,45
MT-01167,AST-0799,Bridge,Engineering,COR-005,3.0,10,3,30,100,9.1,0.443,10.4,76,0.762,Critical,2026-09-06,pending,210
MT-01168,AST-0400,Track,Engineering,COR-008,4.7,9,4,6,69,3.9,0.256,5.8,53,0.53,Low,2026-09-20,pending,165
MT-01169,AST-0784,Signal,S&T,COR-007,9.0,9,3,2,45,8.3,0.393,6.7,71,0.707,High,2026-09-08,pending,225
MT-01170,AST-0396,Track,Engineering,COR-003,5.2,6,4,1,32,5.4,0.29,11.3,52,0.515,Low,2026-09-21,pending,180
MT-01171,AST-0714,OHE,Traction Distribution,COR-001,5.1,6,0,19,45,4.8,0.236,8.6,52,0.515,Low,2026-09-18,pending,135
MT-01172,AST-0548,Track,Engineering,COR-007,6.7,9,0,7,45,7.0,0.265,12.6,65,0.646,High,2026-09-10,pending,60
MT-01173,AST-0657,Bridge,Engineering,COR-001,4.8,10,0,2,45,7.0,0.069,11.9,53,0.526,Low,2026-09-21,pending,120
MT-01174,AST-0306,Track,Engineering,COR-004,4.5,9,1,2,48,6.0,0.18,13.9,50,0.502,Low,2026-09-21,in_progress,60
MT-01175,AST-0161,Track,Engineering,COR-002,6.1,7,0,0,26,6.2,0.155,1.9,44,0.441,Low,2026-09-13,in_progress,240
MT-01176,AST-0653,Bridge,Engineering,COR-009,5.5,9,1,7,26,6.2,0.143,6.0,51,0.507,Low,2026-09-19,pending,120
MT-01177,AST-0463,OHE,Traction Distribution,COR-002,4.7,6,0,2,26,6.9,0.141,3.3,23,0.229,Low,2026-09-26,in_progress,225
MT-01178,AST-0524,Track,Engineering,COR-002,4.9,8,1,8,26,5.7,0.181,22.3,57,0.572,Medium,2026-09-22,pending,180
MT-01179,AST-0704,Signal,S&T,COR-005,4.6,10,0,3,100,7.4,0.203,11.5,58,0.581,Medium,2026-09-18,overdue,240
MT-01180,AST-0158,Track,Engineering,COR-004,8.0,8,0,5,48,6.5,0.517,8.5,61,0.609,Medium,2026-09-14,pending,195
MT-01181,AST-0676,OHE,Traction Distribution,COR-005,4.8,8,2,2,100,6.9,0.27,5.9,56,0.559,Medium,2026-09-15,in_progress,210
MT-01182,AST-0467,Track,Engineering,COR-001,8.0,8,2,0,45,7.9,0.317,22.6,52,0.524,Low,2026-09-21,pending,45
MT-01183,AST-0017,Track,Engineering,COR-003,3.9,8,4,1,32,6.0,0.343,13.4,45,0.45,Low,2026-09-19,pending,165
MT-01184,AST-0430,Track,Engineering,COR-002,8.1,7,0,2,26,5.7,0.371,23.5,51,0.509,Low,2026-09-14,in_progress,105
MT-01185,AST-0150,Track,Engineering,COR-008,7.5,8,0,6,69,6.2,0.436,14.1,60,0.598,Medium,2026-09-21,completed,60
MT-01186,AST-0346,Track,Engineering,COR-004,4.1,8,4,11,48,7.3,0.327,19.4,58,0.581,Medium,2026-09-19,overdue,60
MT-01187,AST-0163,Signal,S&T,COR-002,6.4,8,1,3,26,5.8,0.276,10.6,49,0.493,Low,2026-09-12,in_progress,240
MT-01188,AST-0565,Station Equipment,S&T,COR-001,4.3,5,2,1,45,4.9,0.249,4.6,42,0.423,Low,2026-09-15,pending,150
MT-01189,AST-0715,Station Equipment,S&T,COR-006,8.1,6,3,6,73,5.3,0.734,24.7,57,0.567,Medium,2026-09-21,completed,120
MT-01190,AST-0092,OHE,Traction Distribution,COR-004,6.6,7,7,0,48,7.1,0.694,21.3,51,0.509,Low,2026-09-15,pending,90
MT-01191,AST-0122,OHE,Traction Distribution,COR-004,5.6,7,3,2,48,5.1,0.447,26.4,52,0.523,Low,2026-09-12,in_progress,195
MT-01192,AST-0694,Bridge,Engineering,COR-006,7.4,10,0,1,73,7.0,0.397,11.4,60,0.603,Medium,2026-09-18,completed,165
MT-01193,AST-0786,Track,Engineering,COR-010,6.0,7,1,10,20,5.2,0.124,18.6,45,0.446,Low,2026-09-21,pending,120
MT-01194,AST-0023,Track,Engineering,COR-008,5.0,8,1,10,69,5.4,0.58,16.9,59,0.586,Medium,2026-09-18,in_progress,150
MT-01195,AST-0487,Signal,S&T,COR-009,4.0,8,2,0,26,6.0,0.326,21.0,41,0.414,Low,2026-09-22,pending,30
MT-01196,AST-0304,Track,Engineering,COR-009,5.7,8,1,2,26,6.3,0.197,3.8,46,0.463,Low,2026-09-13,pending,120
MT-01197,AST-0509,Bridge,Engineering,COR-005,7.6,10,1,2,100,6.9,0.625,11.6,70,0.703,High,2026-09-10,overdue,105
MT-01198,AST-0092,OHE,Traction Distribution,COR-004,6.3,7,7,2,48,6.0,0.717,21.3,50,0.498,Low,2026-09-19,pending,165
MT-01199,AST-0004,Track,Engineering,COR-006,8.4,8,0,2,73,6.2,0.329,7.3,65,0.646,High,2026-09-11,pending,225
MT-01200,AST-0206,OHE,Traction Distribution,COR-002,7.5,6,0,2,26,6.6,0.359,32.2,56,0.558,Medium,2026-09-17,in_progress,195
